"STATION","NAME","DATE","PRCP"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-11-21","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-11-22","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-11-23","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-11-24","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-11-25","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-11-26","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-11-27","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-11-28","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-11-29","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-11-30","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-12-01","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-12-02","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-12-03","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-12-04","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-12-05","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-12-06","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-12-07","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-12-08","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-12-09","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-12-10","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-12-11","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-12-12","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-12-13","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-12-14","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-12-15","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-12-16","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-12-17","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-12-18","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-12-19","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-12-20","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-12-21","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-12-22","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-12-23","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-12-24","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-12-25","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-12-26","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-12-27","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-12-28","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-12-29","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-12-30","0.00"
"IN012070300","BOMBAY COLABA OBSERVATORY SR, IN","1970-12-31","0.00"
